10.8175,1,3,46702.18,4
9.618305,1,3,0,3
10.32479,1,2,20163.03,4
10.87107,1,1,61089.99,4
10.24239,1,2,0,4
10.55411,1,3,1317.814,3
10.35774,1,2,15120,4
10.42923,1,3,36466.02,4
10.08823,1,1,34082.59,4
9.694785,1,2,0,3
11.14871,1,3,11027.67,4
9.114933,1,2,0,4
10.02377,1,3,4699.23,4
9.441452,1,2,50715,4
10.32479,1,3,8792.017,4
10.30645,1,3,4882.5,4
10.18363,1,3,0,4
9.955266,1,1,110625.1,3
10.73026,1,3,0,3
11.24092,1,3,0,4
10.24239,1,3,40097.17,4
9.088837,1,3,0,4
10.53559,1,3,93890.62,3
10.14107,1,3,13122.92,4
10.6165,1,2,14005.14,3
10.14973,1,2,2315.81,4
9.964701,1,3,122850,4
10.14541,1,2,18574.73,4
10.16353,1,3,3195.476,4
10.58339,1,1,28195.38,4
11.52785,1,3,47932.14,4
10.85089,1,2,0,4
9.838791,1,2,11027.67,4
10.54176,1,3,8674.79,4
10.36855,1,3,6389.707,3
10.26016,1,3,9238.687,4
11.351,1,1,1588388,4
10.5346,1,2,16578.88,4
9.768878,1,1,15037.54,2
10.14541,1,3,30250.27,4
9.890239,1,1,8458.614,3
10.06243,1,3,28251.68,4
9.778166,1,3,0,4
9.739945,1,3,1963.614,3
10.2233,1,3,2631.569,4
9.293532,1,2,7875,3
10.75508,1,2,55965.41,4
10.24239,1,3,0,4
10.65624,1,3,22289.67,2
9.800553,1,2,14835.95,2
10.53243,1,3,30478.99,4
10.14107,1,3,18386.43,3
9.963089,1,2,21652.83,4
11.47453,1,2,55634.82,4
10.28557,1,2,3516.807,4
9.963089,1,2,1273.696,4
10.92451,1,3,0,4
10.14107,1,3,1157.905,4
10.27785,1,1,58115.59,4
10.42923,1,2,5263.138,4
10.14541,1,2,53070.65,4
10.22445,1,1,90426.88,3
9.978234,1,3,0,4
10.77558,1,3,40977.29,4
11.21219,1,3,11860.32,2
11.44243,1,3,586.1345,2
9.52543,1,1,14536.13,4
10.36488,1,3,8170.445,4
10.85089,1,2,0,4
10.18363,1,3,0,4
10.88173,1,2,47368.24,3
10.02813,1,1,0,4
9.570527,1,1,0,4
10.40572,1,1,395.3441,3
10.06459,1,3,22556.3,3
10.00107,1,3,0,4
